name,init,mult,size_x,size_y,run_nr,time
TrueTrue10241024,True,True,1024,1024,1,72.08
TrueTrue1024512,True,True,1024,512,7,72.1
TrueFalse64512,True,False,64,512,2,72.24
TrueTrue512512,True,True,512,512,5,72.52
FalseTrue128256,False,True,128,256,3,71.41
FalseTrue10241024,False,True,1024,1024,8,71.81
FalseTrue3264,False,True,32,64,9,72.81
TrueFalse1632,True,False,16,32,11,72.29
TrueTrue256128,True,True,256,128,10,72.1
FalseTrue256128,False,True,256,128,7,71.96
TrueFalse1616,True,False,16,16,9,72.54
TrueTrue64256,True,True,64,256,10,72.23
FalseTrue128256,False,True,128,256,2,72.11
TrueFalse25664,True,False,256,64,8,71.69
TrueFalse3264,True,False,32,64,8,72.1
TrueFalse1664,True,False,16,64,9,72.36
TrueTrue256256,True,True,256,256,1,72.28
TrueFalse1632,True,False,16,32,10,71.72
FalseTrue512256,False,True,512,256,10,71.52
TrueTrue256512,True,True,256,512,10,72.2
TrueFalse1281024,True,False,128,1024,3,72.13
FalseTrue128512,False,True,128,512,3,71.99
TrueTrue128256,True,True,128,256,2,72.12
FalseTrue5121024,False,True,512,1024,9,71.88
FalseTrue512128,False,True,512,128,1,71.96
TrueFalse64128,True,False,64,128,2,72.61
TrueFalse512256,True,False,512,256,5,72.71
FalseTrue6464,False,True,64,64,5,70.63
FalseTrue25664,False,True,256,64,11,73.0
TrueFalse641024,True,False,64,1024,0,72.36
TrueTrue6464,True,True,64,64,8,72.19
TrueFalse5121024,True,False,512,1024,7,72.6
TrueTrue1632,True,True,16,32,8,71.63
FalseTrue25664,False,True,256,64,8,71.86
FalseTrue102464,False,True,1024,64,4,72.04
TrueTrue51264,True,True,512,64,3,71.84
TrueFalse256128,True,False,256,128,2,72.4
FalseTrue64256,False,True,64,256,5,72.48
FalseTrue2561024,False,True,256,1024,5,71.42
FalseTrue51264,False,True,512,64,0,72.35
FalseTrue256128,False,True,256,128,6,73.77
FalseTrue1024256,False,True,1024,256,0,72.09
TrueFalse2561024,True,False,256,1024,10,72.58
FalseTrue512512,False,True,512,512,3,72.13
FalseTrue6464,False,True,64,64,3,71.34
TrueTrue1616,True,True,16,16,7,72.16
FalseTrue512128,False,True,512,128,2,71.66
TrueTrue1632,True,True,16,32,3,72.4
FalseTrue1632,False,True,16,32,3,71.35
FalseTrue256256,False,True,256,256,10,72.22
TrueFalse102464,True,False,1024,64,1,72.55
TrueFalse12864,True,False,128,64,10,72.12
TrueFalse12864,True,False,128,64,8,73.21
TrueTrue512128,True,True,512,128,1,72.38
TrueTrue3264,True,True,32,64,9,72.1
TrueFalse64256,True,False,64,256,8,72.41
TrueFalse3216,True,False,32,16,10,71.85
TrueFalse256512,True,False,256,512,8,71.62
TrueFalse6416,True,False,64,16,9,72.37
TrueFalse1281024,True,False,128,1024,1,72.15
TrueFalse1024256,True,False,1024,256,11,72.2
TrueFalse1632,True,False,16,32,5,72.23
FalseTrue3264,False,True,32,64,5,72.27
TrueTrue1616,True,True,16,16,3,71.77
FalseTrue1024256,False,True,1024,256,3,72.04
TrueTrue10241024,True,True,1024,1024,3,72.13
TrueFalse1632,True,False,16,32,3,72.54
FalseTrue102464,False,True,1024,64,0,72.66
FalseTrue64128,False,True,64,128,0,72.13
FalseTrue64128,False,True,64,128,4,72.67
TrueFalse64512,True,False,64,512,7,72.35
TrueTrue3216,True,True,32,16,10,72.01
FalseTrue512128,False,True,512,128,4,72.09
TrueFalse1281024,True,False,128,1024,0,72.53
TrueTrue2561024,True,True,256,1024,1,72.04
FalseTrue1024512,False,True,1024,512,7,72.72
TrueTrue3232,True,True,32,32,7,71.46
TrueFalse5121024,True,False,512,1024,6,71.91
TrueTrue256256,True,True,256,256,10,72.42
FalseTrue1024128,False,True,1024,128,3,72.14
FalseTrue1664,False,True,16,64,6,72.42
FalseTrue64512,False,True,64,512,2,72.55
TrueTrue6432,True,True,64,32,7,72.11
TrueTrue5121024,True,True,512,1024,2,71.67
FalseTrue512128,False,True,512,128,5,71.29
TrueFalse12864,True,False,128,64,0,72.46
TrueFalse256256,True,False,256,256,6,72.6
TrueTrue6432,True,True,64,32,11,72.28
TrueTrue1281024,True,True,128,1024,1,72.12
TrueFalse512128,True,False,512,128,9,72.46
TrueFalse64256,True,False,64,256,1,72.26
FalseTrue51264,False,True,512,64,3,72.14
TrueTrue256256,True,True,256,256,0,72.9
FalseTrue256256,False,True,256,256,3,73.25
TrueTrue128128,True,True,128,128,1,72.38
FalseTrue2561024,False,True,256,1024,0,72.6
TrueTrue64256,True,True,64,256,9,72.28
TrueTrue3264,True,True,32,64,7,72.37
TrueFalse3264,True,False,32,64,9,72.53
FalseTrue256128,False,True,256,128,5,72.28
FalseTrue6432,False,True,64,32,10,71.81
FalseTrue128128,False,True,128,128,6,73.23
TrueFalse25664,True,False,256,64,5,72.31
TrueFalse1024512,True,False,1024,512,4,72.41
FalseTrue128512,False,True,128,512,8,72.08
FalseTrue256128,False,True,256,128,10,73.2
TrueFalse1024256,True,False,1024,256,1,72.27
TrueTrue25664,True,True,256,64,10,71.36
TrueTrue128512,True,True,128,512,5,72.16
TrueTrue25664,True,True,256,64,3,72.07
TrueTrue12864,True,True,128,64,3,72.09
TrueTrue1024128,True,True,1024,128,6,72.14
TrueTrue5121024,True,True,512,1024,11,72.3
TrueTrue512256,True,True,512,256,4,72.38
TrueTrue128256,True,True,128,256,7,72.2
TrueFalse64128,True,False,64,128,1,72.5
TrueTrue3264,True,True,32,64,5,72.2
TrueTrue25664,True,True,256,64,9,72.03
FalseTrue3232,False,True,32,32,11,71.83
FalseTrue641024,False,True,64,1024,2,72.27
TrueFalse64256,True,False,64,256,9,71.65
TrueFalse2561024,True,False,256,1024,8,72.4
TrueFalse3216,True,False,32,16,7,72.19
FalseTrue10241024,False,True,1024,1024,9,72.22
TrueFalse6432,True,False,64,32,6,71.62
FalseTrue64256,False,True,64,256,1,72.12
TrueTrue10241024,True,True,1024,1024,9,72.19
TrueTrue256512,True,True,256,512,3,72.26
FalseTrue64512,False,True,64,512,4,72.11
TrueFalse1664,True,False,16,64,8,72.47
TrueFalse6464,True,False,64,64,3,72.42
TrueFalse2561024,True,False,256,1024,5,71.69
TrueFalse128256,True,False,128,256,6,71.65
TrueTrue641024,True,True,64,1024,3,72.2
FalseTrue12864,False,True,128,64,2,71.31
TrueTrue1664,True,True,16,64,11,72.23
TrueFalse1024128,True,False,1024,128,1,72.67
TrueFalse3216,True,False,32,16,4,72.34
FalseTrue128128,False,True,128,128,1,71.51
FalseTrue5121024,False,True,512,1024,10,72.3
FalseTrue51264,False,True,512,64,10,69.88
TrueTrue256512,True,True,256,512,0,72.19
TrueTrue128512,True,True,128,512,2,72.39
FalseTrue3232,False,True,32,32,4,72.19
TrueFalse128128,True,False,128,128,4,71.65
FalseTrue10241024,False,True,1024,1024,0,72.24
TrueTrue512256,True,True,512,256,5,72.05
FalseTrue12864,False,True,128,64,6,71.48
FalseTrue512256,False,True,512,256,5,72.68
FalseTrue64128,False,True,64,128,1,71.34
TrueFalse5121024,True,False,512,1024,10,71.85
FalseTrue6464,False,True,64,64,8,71.65
TrueFalse3216,True,False,32,16,3,72.35
FalseTrue128128,False,True,128,128,4,72.49
TrueFalse256128,True,False,256,128,7,71.96
TrueTrue1024512,True,True,1024,512,5,72.31
FalseTrue51264,False,True,512,64,11,71.21
TrueTrue256128,True,True,256,128,7,71.53
TrueTrue1024128,True,True,1024,128,5,71.66
TrueFalse2561024,True,False,256,1024,3,72.61
TrueTrue10241024,True,True,1024,1024,0,72.68
TrueTrue128512,True,True,128,512,7,70.95
TrueTrue12864,True,True,128,64,4,72.12
TrueFalse6416,True,False,64,16,11,72.52
TrueFalse256128,True,False,256,128,3,72.35
FalseTrue1664,False,True,16,64,5,72.77
TrueTrue1632,True,True,16,32,11,72.49
TrueTrue1024128,True,True,1024,128,8,72.3
TrueTrue3264,True,True,32,64,6,72.66
TrueFalse1024128,True,False,1024,128,10,72.27
FalseTrue10241024,False,True,1024,1024,10,72.44
FalseTrue512128,False,True,512,128,8,72.66
TrueFalse51264,True,False,512,64,5,71.97
TrueTrue64128,True,True,64,128,10,90.84
TrueTrue64256,True,True,64,256,3,72.06
TrueFalse1024256,True,False,1024,256,6,72.37
FalseTrue641024,False,True,64,1024,1,72.23
FalseTrue1616,False,True,16,16,5,70.11
TrueFalse1616,True,False,16,16,10,71.52
TrueTrue12864,True,True,128,64,0,72.27
TrueTrue512512,True,True,512,512,7,73.44
TrueFalse64128,True,False,64,128,8,72.43
TrueFalse128256,True,False,128,256,3,71.77
TrueTrue64256,True,True,64,256,0,71.81
TrueFalse64256,True,False,64,256,7,72.32
TrueTrue128512,True,True,128,512,10,72.13
TrueFalse1024256,True,False,1024,256,3,72.28
FalseTrue64128,False,True,64,128,11,71.29
FalseTrue64256,False,True,64,256,4,72.27
TrueTrue128512,True,True,128,512,4,71.39
FalseTrue51264,False,True,512,64,7,71.7
TrueTrue512512,True,True,512,512,11,71.53
TrueFalse1024256,True,False,1024,256,4,72.43
FalseTrue12864,False,True,128,64,9,71.31
TrueFalse256256,True,False,256,256,7,72.52
TrueFalse6416,True,False,64,16,5,71.76
TrueFalse256128,True,False,256,128,11,72.32
TrueTrue51264,True,True,512,64,8,72.23
FalseTrue3232,False,True,32,32,10,71.37
TrueFalse6464,True,False,64,64,6,72.25
FalseTrue1664,False,True,16,64,8,71.2
TrueFalse51264,True,False,512,64,3,72.53
TrueTrue256256,True,True,256,256,11,72.61
TrueFalse256512,True,False,256,512,2,72.25
TrueTrue1024128,True,True,1024,128,2,72.36
TrueFalse1281024,True,False,128,1024,8,72.54
TrueFalse1281024,True,False,128,1024,7,72.34
TrueTrue128256,True,True,128,256,4,72.4
TrueFalse51264,True,False,512,64,9,71.73
FalseFalseNoneNone,False,False,None,None,4,72.13
FalseFalseNoneNone,False,False,None,None,7,71.81
FalseTrue128512,False,True,128,512,2,71.17
TrueFalse128128,True,False,128,128,7,72.48
FalseTrue256512,False,True,256,512,11,72.11
FalseTrue6432,False,True,64,32,7,72.42
TrueTrue3232,True,True,32,32,11,72.02
TrueTrue512128,True,True,512,128,8,72.22
TrueFalse10241024,True,False,1024,1024,3,72.41
TrueTrue3232,True,True,32,32,3,72.17
TrueTrue512512,True,True,512,512,9,72.56
FalseFalseNoneNone,False,False,None,None,3,72.19
FalseTrue128512,False,True,128,512,5,72.43
FalseTrue1616,False,True,16,16,8,73.39
TrueTrue256128,True,True,256,128,6,72.26
TrueFalse5121024,True,False,512,1024,11,72.82
FalseTrue128256,False,True,128,256,7,71.96
FalseTrue128128,False,True,128,128,3,71.75
TrueFalse64128,True,False,64,128,6,71.68
FalseFalseNoneNone,False,False,None,None,2,72.51
TrueFalse128512,True,False,128,512,10,72.81
FalseFalseNoneNone,False,False,None,None,0,70.14
TrueTrue256128,True,True,256,128,9,73.26
FalseTrue3216,False,True,32,16,6,72.34
TrueFalse128256,True,False,128,256,9,72.49
TrueTrue2561024,True,True,256,1024,6,72.3
TrueTrue6432,True,True,64,32,5,71.94
FalseTrue1024128,False,True,1024,128,6,72.26
TrueFalse128128,True,False,128,128,2,72.28
TrueFalse25664,True,False,256,64,11,72.39
TrueTrue1024128,True,True,1024,128,1,72.21
FalseTrue128256,False,True,128,256,11,73.23
TrueTrue6416,True,True,64,16,10,71.95
TrueFalse3232,True,False,32,32,10,72.55
TrueTrue128512,True,True,128,512,8,71.45
TrueFalse6464,True,False,64,64,0,72.39
TrueFalse3216,True,False,32,16,6,72.25
FalseTrue512128,False,True,512,128,9,71.89
FalseTrue51264,False,True,512,64,2,72.77
FalseTrue512128,False,True,512,128,0,70.43
FalseFalseNoneNone,False,False,None,None,6,72.27
FalseTrue256512,False,True,256,512,4,72.24
TrueTrue51264,True,True,512,64,2,72.34
TrueTrue512512,True,True,512,512,3,73.24
FalseTrue512256,False,True,512,256,3,72.36
TrueFalse1616,True,False,16,16,3,71.81
TrueTrue1024512,True,True,1024,512,4,71.55
TrueTrue512128,True,True,512,128,10,72.18
FalseTrue512128,False,True,512,128,11,71.8
TrueTrue1664,True,True,16,64,8,71.39
FalseTrue641024,False,True,64,1024,3,72.43
TrueTrue1024256,True,True,1024,256,0,71.63
FalseTrue1024256,False,True,1024,256,10,71.07
FalseTrue512256,False,True,512,256,1,72.21
TrueTrue1616,True,True,16,16,11,71.69
TrueFalse3216,True,False,32,16,8,71.51
TrueTrue256256,True,True,256,256,9,72.09
TrueTrue10241024,True,True,1024,1024,6,71.96
TrueTrue25664,True,True,256,64,5,72.48
FalseTrue64128,False,True,64,128,3,72.35
TrueFalse102464,True,False,1024,64,4,72.24
FalseTrue512512,False,True,512,512,5,71.98
TrueFalse1024512,True,False,1024,512,3,71.97
TrueTrue25664,True,True,256,64,7,71.7
TrueFalse51264,True,False,512,64,10,72.68
TrueTrue1024128,True,True,1024,128,10,72.11
FalseTrue10241024,False,True,1024,1024,2,72.05
TrueFalse128256,True,False,128,256,8,72.51
FalseTrue1024512,False,True,1024,512,5,72.19
TrueFalse256256,True,False,256,256,11,72.51
TrueFalse512256,True,False,512,256,10,72.54
FalseTrue64256,False,True,64,256,0,72.39
TrueFalse64128,True,False,64,128,7,72.21
FalseTrue12864,False,True,128,64,5,73.0
TrueFalse512256,True,False,512,256,6,72.45
TrueTrue128256,True,True,128,256,6,73.64
FalseTrue128256,False,True,128,256,4,72.07
FalseTrue1664,False,True,16,64,7,70.9
TrueFalse3264,True,False,32,64,6,72.39
TrueTrue128256,True,True,128,256,3,71.57
FalseTrue128256,False,True,128,256,10,70.36
FalseTrue128256,False,True,128,256,0,72.29
FalseTrue1632,False,True,16,32,10,72.11
TrueTrue512256,True,True,512,256,3,72.09
TrueFalse512128,True,False,512,128,2,72.87
TrueTrue1024256,True,True,1024,256,2,72.56
TrueFalse64128,True,False,64,128,9,72.57
TrueFalse641024,True,False,64,1024,4,72.24
FalseTrue3216,False,True,32,16,10,69.98
TrueTrue1664,True,True,16,64,5,71.4
FalseTrue128128,False,True,128,128,0,71.07
TrueTrue6464,True,True,64,64,0,72.45
TrueFalse512512,True,False,512,512,0,71.66
TrueFalse512512,True,False,512,512,1,72.73
TrueTrue128128,True,True,128,128,3,71.95
FalseTrue3264,False,True,32,64,11,72.14
TrueFalse256512,True,False,256,512,3,72.39
FalseTrue3216,False,True,32,16,7,70.85
TrueTrue1024512,True,True,1024,512,8,71.7
TrueTrue6416,True,True,64,16,5,72.33
TrueFalse128512,True,False,128,512,2,72.2
TrueTrue1616,True,True,16,16,10,72.21
FalseTrue512512,False,True,512,512,0,70.8
TrueTrue2561024,True,True,256,1024,5,72.18
TrueFalse256256,True,False,256,256,4,72.32
TrueTrue12864,True,True,128,64,7,72.17
TrueTrue10241024,True,True,1024,1024,11,72.54
TrueTrue1281024,True,True,128,1024,9,71.7
TrueTrue512256,True,True,512,256,9,72.21
TrueFalse1632,True,False,16,32,8,72.4
TrueTrue64128,True,True,64,128,5,72.0
TrueFalse2561024,True,False,256,1024,11,72.41
TrueFalse128128,True,False,128,128,8,72.39
TrueFalse64512,True,False,64,512,1,72.21
FalseTrue10241024,False,True,1024,1024,6,72.18
FalseTrue256512,False,True,256,512,10,69.74
TrueFalse256128,True,False,256,128,8,72.31
TrueFalse64128,True,False,64,128,10,72.49
TrueTrue64256,True,True,64,256,4,71.81
TrueFalse256512,True,False,256,512,10,72.62
FalseTrue128256,False,True,128,256,5,72.18
TrueTrue10241024,True,True,1024,1024,2,72.12
FalseTrue256256,False,True,256,256,5,71.92
TrueFalse128512,True,False,128,512,9,72.82
TrueTrue5121024,True,True,512,1024,1,71.69
FalseTrue1024128,False,True,1024,128,4,72.34
FalseTrue6432,False,True,64,32,8,71.88
TrueFalse64256,True,False,64,256,2,71.64
TrueTrue12864,True,True,128,64,1,72.36
FalseTrue128512,False,True,128,512,10,72.22
TrueTrue3264,True,True,32,64,11,72.28
TrueFalse6432,True,False,64,32,7,72.52
TrueTrue512128,True,True,512,128,11,71.49
FalseTrue1281024,False,True,128,1024,8,70.83
TrueTrue51264,True,True,512,64,10,72.29
FalseTrue256128,False,True,256,128,3,72.12
FalseTrue512256,False,True,512,256,6,71.85
TrueTrue128128,True,True,128,128,5,72.4
TrueTrue64128,True,True,64,128,8,71.63
TrueTrue128512,True,True,128,512,9,72.26
TrueFalse10241024,True,False,1024,1024,2,73.49
TrueTrue5121024,True,True,512,1024,4,72.38
TrueFalse256128,True,False,256,128,9,72.35
TrueFalse25664,True,False,256,64,1,72.65
TrueTrue64128,True,True,64,128,11,72.28
TrueTrue6464,True,True,64,64,10,71.91
TrueFalse51264,True,False,512,64,2,71.83
TrueFalse64512,True,False,64,512,11,72.2
TrueFalse25664,True,False,256,64,4,72.31
TrueFalse512512,True,False,512,512,10,72.82
TrueFalse25664,True,False,256,64,0,72.23
FalseTrue64256,False,True,64,256,10,72.24
TrueTrue102464,True,True,1024,64,4,72.16
TrueFalse256256,True,False,256,256,3,72.06
TrueTrue256128,True,True,256,128,2,72.3
FalseTrue64128,False,True,64,128,2,71.39
TrueTrue2561024,True,True,256,1024,11,71.45
FalseTrue3264,False,True,32,64,6,71.41
TrueFalse12864,True,False,128,64,6,72.5
TrueFalse6416,True,False,64,16,10,72.56
FalseTrue128128,False,True,128,128,5,69.9
FalseTrue256512,False,True,256,512,3,72.25
TrueFalse10241024,True,False,1024,1024,0,72.59
FalseTrue1024128,False,True,1024,128,5,71.24
FalseTrue512256,False,True,512,256,11,71.52
TrueFalse2561024,True,False,256,1024,0,72.45
TrueTrue10241024,True,True,1024,1024,5,72.15
TrueTrue3216,True,True,32,16,5,72.25
TrueTrue3216,True,True,32,16,9,72.03
FalseTrue6464,False,True,64,64,1,91.15
FalseTrue1632,False,True,16,32,9,71.93
TrueFalse512256,True,False,512,256,9,73.05
FalseTrue256512,False,True,256,512,6,73.29
TrueFalse256128,True,False,256,128,5,72.44
TrueTrue1024512,True,True,1024,512,10,71.44
TrueTrue51264,True,True,512,64,11,71.5
FalseTrue3232,False,True,32,32,9,72.24
FalseTrue128128,False,True,128,128,9,72.1
FalseTrue64256,False,True,64,256,11,72.15
TrueTrue1024512,True,True,1024,512,3,71.65
FalseTrue64512,False,True,64,512,11,72.22
TrueFalse12864,True,False,128,64,2,72.21
TrueTrue256128,True,True,256,128,1,71.67
TrueFalse5121024,True,False,512,1024,5,72.28
TrueFalse64512,True,False,64,512,5,72.62
FalseTrue64128,False,True,64,128,6,71.95
TrueFalse1024128,True,False,1024,128,0,71.42
FalseTrue256512,False,True,256,512,9,72.1
TrueTrue64512,True,True,64,512,11,71.65
TrueTrue1024256,True,True,1024,256,10,71.86
TrueFalse256512,True,False,256,512,5,72.33
FalseTrue12864,False,True,128,64,11,70.82
TrueFalse128256,True,False,128,256,11,72.65
FalseTrue256128,False,True,256,128,11,72.32
FalseTrue256256,False,True,256,256,9,71.14
TrueFalse256512,True,False,256,512,6,72.79
TrueFalse1024128,True,False,1024,128,4,72.57
TrueTrue512128,True,True,512,128,2,72.47
TrueTrue64512,True,True,64,512,10,71.69
FalseTrue64512,False,True,64,512,1,72.25
TrueTrue64512,True,True,64,512,0,72.44
FalseTrue256128,False,True,256,128,1,72.51
TrueFalse1281024,True,False,128,1024,6,72.05
FalseFalseNoneNone,False,False,None,None,9,71.84
FalseTrue64128,False,True,64,128,8,71.92
TrueTrue10241024,True,True,1024,1024,4,71.49
TrueTrue2561024,True,True,256,1024,8,72.37
TrueFalse3232,True,False,32,32,8,72.53
FalseTrue128512,False,True,128,512,0,72.25
FalseTrue512256,False,True,512,256,8,71.32
TrueFalse128512,True,False,128,512,0,72.39
FalseTrue64256,False,True,64,256,9,72.21
TrueFalse6464,True,False,64,64,10,72.42
FalseTrue1024256,False,True,1024,256,4,72.57
TrueFalse1024128,True,False,1024,128,8,72.59
TrueFalse512128,True,False,512,128,1,72.31
TrueTrue512256,True,True,512,256,11,72.37
TrueTrue12864,True,True,128,64,5,72.29
FalseTrue256128,False,True,256,128,8,71.86
TrueTrue512128,True,True,512,128,4,72.18
TrueTrue128128,True,True,128,128,11,72.67
FalseTrue64256,False,True,64,256,7,71.27
TrueFalse25664,True,False,256,64,2,72.42
TrueTrue3232,True,True,32,32,10,72.31
TrueTrue512512,True,True,512,512,8,72.12
TrueTrue128128,True,True,128,128,6,72.09
FalseTrue10241024,False,True,1024,1024,4,72.1
FalseTrue6432,False,True,64,32,5,72.93
FalseTrue1281024,False,True,128,1024,10,72.92
FalseTrue1664,False,True,16,64,9,71.61
TrueFalse64256,True,False,64,256,11,72.42
TrueTrue1664,True,True,16,64,9,72.55
TrueTrue512256,True,True,512,256,7,72.11
TrueFalse2561024,True,False,256,1024,6,72.59
FalseTrue128128,False,True,128,128,11,70.48
TrueFalse512256,True,False,512,256,3,73.59
TrueTrue512128,True,True,512,128,5,71.46
TrueFalse1616,True,False,16,16,6,72.06
FalseTrue512512,False,True,512,512,8,72.17
TrueTrue3232,True,True,32,32,9,72.05
TrueTrue64512,True,True,64,512,7,72.49
TrueTrue641024,True,True,64,1024,2,72.27
FalseTrue256256,False,True,256,256,2,72.25
TrueTrue1281024,True,True,128,1024,8,72.21
FalseTrue3216,False,True,32,16,8,69.96
TrueFalse6432,True,False,64,32,11,72.61
FalseTrue1616,False,True,16,16,3,72.27
FalseTrue2561024,False,True,256,1024,8,72.24
TrueTrue64256,True,True,64,256,2,72.23
TrueTrue1024512,True,True,1024,512,9,71.19
FalseTrue256256,False,True,256,256,1,72.87
TrueFalse256512,True,False,256,512,7,72.6
TrueFalse256256,True,False,256,256,1,72.37
TrueFalse2561024,True,False,256,1024,2,72.28
TrueTrue12864,True,True,128,64,9,71.52
TrueFalse2561024,True,False,256,1024,9,72.65
FalseTrue1024512,False,True,1024,512,4,72.35
FalseTrue12864,False,True,128,64,1,72.51
TrueFalse10241024,True,False,1024,1024,8,72.3
TrueFalse10241024,True,False,1024,1024,9,72.24
FalseTrue51264,False,True,512,64,4,75.54
TrueFalse1632,True,False,16,32,7,72.34
FalseTrue2561024,False,True,256,1024,7,71.62
TrueTrue51264,True,True,512,64,9,71.63
FalseTrue6464,False,True,64,64,9,72.15
TrueFalse3232,True,False,32,32,5,72.63
