Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[84]     0.0    0.00    0.00       1         luaopen_table [84]
                0.00    0.00       1/15          warnfon [57]
                0.00    0.00       1/18          lua_createtable [79]
                0.00    0.00       1/142866      luaC_step [12]
                0.00    0.00       1/10          luaL_checkversion_ [235]
                0.00    0.00       1/82          lua_settop [199]
                0.00    0.00       1/15          luaL_setfuncs [224]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[85]     0.0    0.00    0.00       1         luaopen_coroutine [85]
                0.00    0.00       1/15          warnfon [57]
                0.00    0.00       1/18          lua_createtable [79]
                0.00    0.00       1/10          luaL_checkversion_ [235]
                0.00    0.00       1/82          lua_settop [199]
                0.00    0.00       1/15          luaL_setfuncs [224]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[86]     0.0    0.00    0.00       1         luaopen_os [86]
                0.00    0.00       1/15          warnfon [57]
                0.00    0.00       1/18          lua_createtable [79]
                0.00    0.00       1/10          luaL_checkversion_ [235]
                0.00    0.00       1/82          lua_settop [199]
                0.00    0.00       1/15          luaL_setfuncs [224]
-----------------------------------------------
                0.00    0.00       5/79          fieldsel [89]
                0.00    0.00       8/79          statement <cycle 2> [44]
                0.00    0.00       8/79          body <cycle 2> [63]
                0.00    0.00      58/79          singlevar [68]
[87]     0.0    0.00    0.00      79         str_checkname [87]
                0.00    0.00      79/234         luaX_next [75]
-----------------------------------------------
                                   1             pmain <cycle 1> [46]
[88]     0.0    0.00    0.00       1         luaL_openlibs <cycle 1> [88]
                0.00    0.00      10/214         auxsetstr [53]
                0.00    0.00      10/82          lua_settop [199]
                0.00    0.00      10/11          lua_setglobal [233]
                                  10             luaL_requiref <cycle 1> [81]
-----------------------------------------------
                0.00    0.00       5/5           suffixedexp <cycle 3> [65]
[89]     0.0    0.00    0.00       5         fieldsel [89]
                0.00    0.00       5/37          luaK_indexed [69]
                0.00    0.00       5/234         luaX_next [75]
                0.00    0.00       5/79          str_checkname [87]
                0.00    0.00       5/41          luaK_exp2anyreg [106]
                0.00    0.00       5/37          luaK_exp2anyregup [209]
-----------------------------------------------
                0.00    0.00       1/66          statement <cycle 2> [44]
                0.00    0.00       2/66          check_match [36]
                0.00    0.00       3/66          restassign [64]
                0.00    0.00       4/66          exp1 [76]
                0.00    0.00       5/66          body <cycle 2> [63]
                0.00    0.00       6/66          luaK_exp2anyreg [106]
                0.00    0.00      10/66          funcargs <cycle 3> [56]
                0.00    0.00      16/66          suffixedexp <cycle 3> [65]
                0.00    0.00      19/66          explist <cycle 3> [93]
[90]     0.0    0.00    0.00      66         exp2reg [90]
                0.00    0.00      66/66          discharge2reg [91]
-----------------------------------------------
                0.00    0.00      66/66          exp2reg [90]
[91]     0.0    0.00    0.00      66         discharge2reg [91]
                0.00    0.00       3/40          str2K [67]
                0.00    0.00      12/14          luaK_int [99]
                0.00    0.00      14/126         luaK_code [137]
                0.00    0.00      66/191         luaK_dischargevars [155]
                0.00    0.00       3/5           luaK_codek [252]
-----------------------------------------------
                0.00    0.00       3/13          luaopen_package [32]
                0.00    0.00      10/13          luaL_requiref <cycle 1> [81]
[92]     0.0    0.00    0.00      13         luaL_getsubtable [92]
                0.00    0.00       3/214         auxsetstr [53]
                0.00    0.00       3/18          lua_createtable [79]
                0.00    0.00       1/142866      luaC_step [12]
                0.00    0.00      13/36          lua_getfield [133]
                0.00    0.00       3/82          lua_settop [199]
                0.00    0.00       3/15          lua_absindex [225]
                0.00    0.00       3/40          lua_pushvalue [208]
                0.00    0.00       3/203         lua_setfield [196]
-----------------------------------------------
                                  14             funcargs <cycle 3> [56]
                0.00    0.00       5/33          restassign [64]
                0.00    0.00      10/33          statement <cycle 2> [44]
[93]     0.0    0.00    0.00      29         explist <cycle 3> [93]
                0.00    0.00      19/234         luaX_next [75]
                0.00    0.00      19/66          exp2reg [90]
                0.00    0.00      19/63          luaK_exp2nextreg [167]
                                  48             subexpr <cycle 3> [94]
-----------------------------------------------
                                   9             subexpr <cycle 3> [94]
                                   1             suffixedexp <cycle 3> [65]
                                  48             explist <cycle 3> [93]
                0.00    0.00       2/33          test_then_block <cycle 2> [80]
                0.00    0.00       4/33          exp1 [76]
[94]     0.0    0.00    0.00      55+9       subexpr <cycle 3> [94]
                0.00    0.00      30/234         luaX_next [75]
                0.00    0.00       9/9           luaK_posfix [108]
                0.00    0.00       9/9           luaK_infix [112]
                0.00    0.00       1/126         luaK_code [137]
                0.00    0.00      64/96          luaE_incCstack [198]
                0.00    0.00       1/19          luaK_codeABCk [217]
                                  43             suffixedexp <cycle 3> [65]
                                   9             subexpr <cycle 3> [94]
-----------------------------------------------
                0.00    0.00       3/6           luaB_print [102]
                0.00    0.00       3/6           str_format [101]
[95]     0.0    0.00    0.00       6         luaL_tolstring [95]
                0.00    0.00       6/6           luaL_callmeta [96]
                0.00    0.00       3/6           lua_pushfstring [152]
                0.00    0.00       6/15          lua_absindex [225]
                0.00    0.00       6/6           lua_type [248]
                0.00    0.00       3/40          lua_pushvalue [208]
                0.00    0.00       3/3           lua_isinteger [270]
                0.00    0.00       3/6           lua_tointegerx [247]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [95]
[96]     0.0    0.00    0.00       6         luaL_callmeta [96]
                0.00    0.00       6/6           luaL_getmetafield [97]
                0.00    0.00       6/15          lua_absindex [225]
-----------------------------------------------
                0.00    0.00       6/6           luaL_callmeta [96]
[97]     0.0    0.00    0.00       6         luaL_getmetafield [97]
                0.00    0.00       3/3           lua_rawget [98]
                0.00    0.00       3/24          lua_pushstring [115]
                0.00    0.00       6/15          lua_getmetatable [226]
                0.00    0.00       3/82          lua_settop [199]
-----------------------------------------------
                0.00    0.00       3/3           luaL_getmetafield [97]
[98]     0.0    0.00    0.00       3         lua_rawget [98]
                0.00    0.00       3/224         luaH_get [45]
                0.00    0.00       3/382         index2value [193]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [44]
                0.00    0.00      12/14          discharge2reg [91]
[99]     0.0    0.00    0.00      14         luaK_int [99]
                0.00    0.00       2/42          addk [66]
                0.00    0.00      14/126         luaK_code [137]
                0.00    0.00       2/5           luaK_codek [252]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_io [71]
[100]    0.0    0.00    0.00       1         luaL_newmetatable [100]
                0.00    0.00       2/214         auxsetstr [53]
                0.00    0.00       1/18          lua_createtable [79]
                0.00    0.00       1/24          lua_pushstring [115]
                0.00    0.00       1/36          lua_getfield [133]
                0.00    0.00       2/203         lua_setfield [196]
                0.00    0.00       1/82          lua_settop [199]
                0.00    0.00       1/40          lua_pushvalue [208]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[101]    0.0    0.00    0.00       3         str_format [101]
                0.00    0.00       3/6           luaL_tolstring [95]
                0.00    0.00       3/3           luaL_pushresult [172]
                0.00    0.00       9/9           luaL_prepbuffsize [241]
                0.00    0.00       3/8           lua_gettop [243]
                0.00    0.00       3/3           luaL_checklstring [266]
                0.00    0.00       3/3           lua_pushlightuserdata [271]
                0.00    0.00       3/3           luaL_buffinit [265]
                0.00    0.00       3/82          lua_settop [199]
                0.00    0.00       3/3           luaL_checknumber [267]
                0.00    0.00       3/3           checkformat [261]
                0.00    0.00       3/3           addlenmod [260]
                0.00    0.00       3/13          lua_tolstring [231]
                0.00    0.00       3/3           luaL_addvalue [264]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[102]    0.0    0.00    0.00       3         luaB_print [102]
                0.00    0.00       3/6           luaL_tolstring [95]
                0.00    0.00       3/8           lua_gettop [243]
                0.00    0.00       3/13          lua_tolstring [231]
                0.00    0.00       3/82          lua_settop [199]
-----------------------------------------------
                0.00    0.00       3/3           luaopen_io [71]
[103]    0.0    0.00    0.00       3         createstdfile [103]
                0.00    0.00       2/214         auxsetstr [53]
                0.00    0.00       3/3           newprefile [117]
                0.00    0.00       2/40          lua_pushvalue [208]
                0.00    0.00       2/203         lua_setfield [196]
-----------------------------------------------
                0.00    0.00       2/2           luaopen_package [32]
[104]    0.0    0.00    0.00       2         setpath [104]
                0.00    0.00       2/214         auxsetstr [53]
                0.00    0.00       2/24          lua_pushstring [115]
                0.00    0.00       2/6           lua_pushfstring [152]
                0.00    0.00       2/203         lua_setfield [196]
                0.00    0.00       2/82          lua_settop [199]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [29]
[105]    0.0    0.00    0.00       1         f_luaopen [105]
                0.00    0.00       1/257         luaH_resize <cycle 4> [50]
                0.00    0.00       1/1           luaT_init [136]
                0.00    0.00       1/1           luaX_init [138]
                0.00    0.00       2/21          luaH_new [131]
                0.00    0.00       1/1           luaS_init [163]
                0.00    0.00       1/1           stack_init [171]
-----------------------------------------------
                0.00    0.00       2/41          luaK_posfix [108]
                0.00    0.00       4/41          statement <cycle 2> [44]
                0.00    0.00       4/41          codebinexpval [113]
                0.00    0.00       5/41          fieldsel [89]
                0.00    0.00       7/41          finishbinexpval [114]
                0.00    0.00       8/41          luaK_infix [112]
                0.00    0.00      11/41          luaK_exp2RK [109]
[106]    0.0    0.00    0.00      41         luaK_exp2anyreg [106]
                0.00    0.00       6/66          exp2reg [90]
                0.00    0.00      41/191         luaK_dischargevars [155]
                0.00    0.00       6/63          luaK_exp2nextreg [167]
-----------------------------------------------
                                   2             statement <cycle 2> [44]
[107]    0.0    0.00    0.00       2         forbody <cycle 2> [107]
                0.00    0.00       2/234         luaX_next [75]
                0.00    0.00       4/126         luaK_code [137]
                0.00    0.00       2/14          leaveblock [159]
                0.00    0.00       2/16          adjustlocalvars [164]
                0.00    0.00       2/162         savelineinfo [143]
                0.00    0.00       4/9           luaK_codeABx [240]
                0.00    0.00       2/23          checknext [213]
                0.00    0.00       2/77          luaK_reserveregs [200]
                0.00    0.00       2/4           luaK_getlabel [256]
                0.00    0.00       2/22          luaK_fixline [214]
                                   2             block <cycle 2> [177]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [94]
[108]    0.0    0.00    0.00       9         luaK_posfix [108]
                0.00    0.00       4/4           codebinexpval [113]
                0.00    0.00       3/7           finishbinexpval [114]
                0.00    0.00       2/41          luaK_exp2anyreg [106]
                0.00    0.00       4/126         luaK_code [137]
                0.00    0.00       9/191         luaK_dischargevars [155]
                0.00    0.00       9/48          freeregs [202]
                0.00    0.00       4/4           codearith [254]
                0.00    0.00       3/22          tonumeral [215]
                0.00    0.00       2/3           isSCnumber [263]
                0.00    0.00       1/5           luaK_setoneret [253]
-----------------------------------------------
                0.00    0.00       1/11          luaK_infix [112]
                0.00    0.00      10/11          codeABRK [111]
[109]    0.0    0.00    0.00      11         luaK_exp2RK [109]
                0.00    0.00      11/41          luaK_exp2anyreg [106]
                0.00    0.00      11/48          freeregs [202]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [44]
                0.00    0.00       9/13          restassign [64]
[110]    0.0    0.00    0.00      13         luaK_storevar [110]
                0.00    0.00      10/10          codeABRK [111]
                0.00    0.00      10/126         luaK_code [137]
                0.00    0.00       2/48          freeregs [202]
-----------------------------------------------
                0.00    0.00      10/10          luaK_storevar [110]
[111]    0.0    0.00    0.00      10         codeABRK [111]
                0.00    0.00      10/11          luaK_exp2RK [109]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [94]
[112]    0.0    0.00    0.00       9         luaK_infix [112]
                0.00    0.00       8/41          luaK_exp2anyreg [106]
                0.00    0.00       1/11          luaK_exp2RK [109]
                0.00    0.00       9/191         luaK_dischargevars [155]
                0.00    0.00       8/22          tonumeral [215]
                0.00    0.00       2/5           luaK_setoneret [253]
                0.00    0.00       1/3           isSCnumber [263]
-----------------------------------------------
                0.00    0.00       4/4           luaK_posfix [108]
[113]    0.0    0.00    0.00       4         codebinexpval [113]
                0.00    0.00       4/7           finishbinexpval [114]
                0.00    0.00       4/41          luaK_exp2anyreg [106]
                0.00    0.00       4/162         savelineinfo [143]
-----------------------------------------------
                                   3             finishbinexpval [114]
                0.00    0.00       3/7           luaK_posfix [108]
                0.00    0.00       4/7           codebinexpval [113]
[114]    0.0    0.00    0.00       7+3       finishbinexpval [114]
                0.00    0.00       7/41          luaK_exp2anyreg [106]
                0.00    0.00      14/126         luaK_code [137]
                0.00    0.00      10/162         savelineinfo [143]
                0.00    0.00      14/42          removelastlineinfo [205]
                0.00    0.00       7/48          freeregs [202]
                                   3             finishbinexpval [114]
-----------------------------------------------
                0.00    0.00       1/24          luaL_newmetatable [100]
                0.00    0.00       1/24          luaopen_base [58]
                0.00    0.00       1/24          luaopen_package [32]
                0.00    0.00       1/24          luaopen_string [78]
                0.00    0.00       2/24          pmain <cycle 1> [46]
                0.00    0.00       2/24          setpath [104]
                0.00    0.00       3/24          luaL_getmetafield [97]
                0.00    0.00       3/24          io_noclose [125]
                0.00    0.00      10/24          luaL_requiref <cycle 1> [81]
[115]    0.0    0.00    0.00      24         lua_pushstring [115]
                0.00    0.00       1/142866      luaC_step [12]
                0.00    0.00      24/323         luaS_new [120]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_math [77]
                0.00    0.00       3/4           newprefile [117]
[116]    0.0    0.00    0.00       4         lua_newuserdatauv [116]
                0.00    0.00       1/142866      luaC_step [12]
                0.00    0.00       4/580         luaS_newudata [153]
-----------------------------------------------
                0.00    0.00       3/3           createstdfile [103]
[117]    0.0    0.00    0.00       3         newprefile [117]
                0.00    0.00       3/4           lua_newuserdatauv [116]
                0.00    0.00       3/3           luaL_setmetatable [161]
                0.00    0.00       3/5           lua_setmetatable [157]
-----------------------------------------------
                0.00    0.00  285720/285720      luaC_step [12]
[118]    0.0    0.00    0.00  285720         markold [118]
                0.00    0.00      33/286013      reallymarkobject [41]
-----------------------------------------------
                0.00    0.00       1/359         lua_pushlstring [168]
                0.00    0.00       1/359         luaS_init [163]
                0.00    0.00       1/359         luaX_init [138]
                0.00    0.00       1/359         luaX_setinput [166]
                0.00    0.00       2/359         leaveblock [159]
                0.00    0.00       6/359         numarith [150]
                0.00    0.00     119/359         luaX_newstring [73]
                0.00    0.00     228/359         luaS_new [120]
[119]    0.0    0.00    0.00     359         internshrstr [119]
                0.00    0.00     236/20000290     luaC_newobjdt [18]
                0.00    0.00     236/20000290     luaC_newobj [38]
                0.00    0.00       1/1           luaS_resize [176]
                0.00    0.00       1/2           luaE_warnerror [278]
-----------------------------------------------
                0.00    0.00       1/323         lua_getglobal [174]
                0.00    0.00       1/323         luaY_parser [34]
                0.00    0.00      22/323         luaX_init [138]
                0.00    0.00      24/323         lua_pushstring [115]
                0.00    0.00      25/323         luaT_init [136]
                0.00    0.00      36/323         lua_getfield [133]
                0.00    0.00     214/323         auxsetstr [53]
[120]    0.0    0.00    0.00     323         luaS_new [120]
                0.00    0.00     228/359         internshrstr [119]
                0.00    0.00     230/366         luaS_newlstr [141]
-----------------------------------------------
                0.00    0.00       2/2           pmain <cycle 1> [46]
[121]    0.0    0.00    0.00       2         lua_gc [121]
                0.00    0.00       1/1           luaC_changemode [123]
                0.00    0.00       1/142868      luaE_setdebt [190]
-----------------------------------------------
                0.00    0.00       1/1           luaC_changemode [123]
[122]    0.0    0.00    0.00       1         entergen [122]
                0.00    0.00       1/857155      atomic [13]
                0.00    0.00       1/1           singlestep [135]
                0.00    0.00       1/1           atomic2gen [140]
                0.00    0.00       1/142860      finishgencycle [192]
                0.00    0.00       1/142868      luaE_setdebt [190]
-----------------------------------------------
                0.00    0.00       1/1           lua_gc [121]
[123]    0.0    0.00    0.00       1         luaC_changemode [123]
                0.00    0.00       1/1           entergen [122]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[124]    0.0    0.00    0.00       3         f_gc [124]
                0.00    0.00       3/3           io_noclose [125]
                0.00    0.00       3/9           luaL_checkudata [148]
                0.00    0.00       3/3           aux_close [160]
-----------------------------------------------
                0.00    0.00       3/3           f_gc [124]
[125]    0.0    0.00    0.00       3         io_noclose [125]
                0.00    0.00       3/24          lua_pushstring [115]
                0.00    0.00       3/9           luaL_checkudata [148]
                0.00    0.00       3/3           lua_pushnil [272]
-----------------------------------------------
                0.00    0.00       1/152         luaS_resize [176]
                0.00    0.00       2/152         luaD_reallocstack [173]
                0.00    0.00      41/152         luaH_resize <cycle 4> [50]
                0.00    0.00     108/152         luaM_saferealloc_ [129]
[126]    0.0    0.00    0.00     152         luaM_realloc_ [126]
                0.00    0.00     152/40000947     l_alloc [22]
-----------------------------------------------
                0.00    0.00       6/6           luaC_freeallobjects [4]
[127]    0.0    0.00    0.00       6         luaF_freeproto [127]
                0.00    0.00      42/20000430     luaM_free_ [20]
-----------------------------------------------
                0.00    0.00       1/21          atomic [13]
                0.00    0.00      20/21          luaC_freeallobjects [4]
[128]    0.0    0.00    0.00      21         luaH_free [128]
                0.00    0.00      39/20000430     luaM_free_ [20]
                0.00    0.00      18/46          getgeneric [181]
                0.00    0.00      21/110         luaH_realasize [197]
-----------------------------------------------
                0.00    0.00       1/108         luaD_protectedparser <cycle 1> [154]
                0.00    0.00       1/108         luaX_setinput [166]
                0.00    0.00       1/108         save [175]
                0.00    0.00      42/108         luaM_shrinkvector_ [37]
                0.00    0.00      63/108         luaM_growaux_ [134]
[129]    0.0    0.00    0.00     108         luaM_saferealloc_ [129]
                0.00    0.00     108/152         luaM_realloc_ [126]
-----------------------------------------------
                                   1             luaE_freeCI [130]
                0.00    0.00       1/1           close_state [3]
[130]    0.0    0.00    0.00       1+1       luaE_freeCI [130]
                0.00    0.00      33/20000430     luaM_free_ [20]
                                   1             luaE_freeCI [130]
-----------------------------------------------
                0.00    0.00       1/21          luaY_parser [34]
                0.00    0.00       2/21          f_luaopen [105]
                0.00    0.00      18/21          lua_createtable [79]
[131]    0.0    0.00    0.00      21         luaH_new [131]
                0.00    0.00      21/20000290     luaC_newobjdt [18]
                0.00    0.00      21/20000290     luaC_newobj [38]
-----------------------------------------------
                0.00    0.00      33/33          luaD_precall <cycle 1> [10]
[132]    0.0    0.00    0.00      33         luaE_extendCI [132]
                0.00    0.00      33/20000364     luaM_malloc_ [21]
-----------------------------------------------
                0.00    0.00       1/36          luaL_newmetatable [100]
                0.00    0.00       3/36          luaL_setmetatable [161]
                0.00    0.00       9/36          luaL_testudata [149]
                0.00    0.00      10/36          luaL_requiref <cycle 1> [81]
                0.00    0.00      13/36          luaL_getsubtable [92]
[133]    0.0    0.00    0.00      36         lua_getfield [133]
                0.00    0.00      36/323         luaS_new [120]
                0.00    0.00      36/373         luaH_getstr [185]
                0.00    0.00      36/382         index2value [193]
                0.00    0.00      14/14          luaV_finishget [227]
-----------------------------------------------
                0.00    0.00       2/357         body <cycle 2> [63]
                0.00    0.00       4/357         allocupvalue [178]
                0.00    0.00      17/357         addk [66]
                0.00    0.00      22/357         new_localvar [165]
                0.00    0.00      24/357         adjustlocalvars [164]
                0.00    0.00     126/357         luaK_code [137]
                0.00    0.00     162/357         savelineinfo [143]
[134]    0.0    0.00    0.00     357         luaM_growaux_ [134]
                0.00    0.00      63/108         luaM_saferealloc_ [129]
-----------------------------------------------
                0.00    0.00       1/1           entergen [122]
[135]    0.0    0.00    0.00       1         singlestep [135]
                0.00    0.00       2/286013      reallymarkobject [41]
                0.00    0.00       1/142861      markmt [144]
                0.00    0.00       1/142861      markbeingfnz [191]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [105]
[136]    0.0    0.00    0.00       1         luaT_init [136]
                0.00    0.00      25/323         luaS_new [120]
                0.00    0.00      25/49          luaC_fix [201]
-----------------------------------------------
                0.00    0.00       1/126         subexpr <cycle 3> [94]
                0.00    0.00       1/126         luaY_parser [34]
                0.00    0.00       4/126         forbody <cycle 2> [107]
                0.00    0.00       4/126         luaK_posfix [108]
                0.00    0.00       6/126         body <cycle 2> [63]
                0.00    0.00       7/126         check_match [36]
                0.00    0.00       7/126         statement <cycle 2> [44]
                0.00    0.00      10/126         luaK_storevar [110]
                0.00    0.00      14/126         luaK_int [99]
                0.00    0.00      14/126         discharge2reg [91]
                0.00    0.00      14/126         finishbinexpval [114]
                0.00    0.00      16/126         funcargs <cycle 3> [56]
                0.00    0.00      28/126         luaK_dischargevars [155]
[137]    0.0    0.00    0.00     126         luaK_code [137]
                0.00    0.00     126/357         luaM_growaux_ [134]
                0.00    0.00     126/162         savelineinfo [143]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [105]
[138]    0.0    0.00    0.00       1         luaX_init [138]
                0.00    0.00      22/323         luaS_new [120]
                0.00    0.00       1/359         internshrstr [119]
                0.00    0.00       1/366         luaS_newlstr [141]
                0.00    0.00      23/49          luaC_fix [201]
-----------------------------------------------
                0.00    0.00       3/3           atomic2gen [140]
[139]    0.0    0.00    0.00       3         sweep2old [139]
                0.00    0.00       3/20000290     freeobj [15]
                0.00    0.00       3/20000430     luaM_free_ [20]
-----------------------------------------------
                0.00    0.00       1/1           entergen [122]
[140]    0.0    0.00    0.00       1         atomic2gen [140]
                0.00    0.00       3/3           sweep2old [139]
-----------------------------------------------
                0.00    0.00       1/366         luaX_init [138]
                0.00    0.00       1/366         luaX_setinput [166]
                0.00    0.00       2/366         leaveblock [159]
                0.00    0.00       4/366         lua_pushlstring [168]
                0.00    0.00       6/366         numarith [150]
                0.00    0.00     122/366         luaX_newstring [73]
                0.00    0.00     230/366         luaS_new [120]
[141]    0.0    0.00    0.00     366         luaS_newlstr [141]
                0.00    0.00       8/8           luaS_createlngstrobj [142]
-----------------------------------------------
                0.00    0.00       8/8           luaS_newlstr [141]
[142]    0.0    0.00    0.00       8         luaS_createlngstrobj [142]
                0.00    0.00       8/20000290     luaC_newobjdt [18]
                0.00    0.00       8/20000290     luaC_newobj [38]
-----------------------------------------------
                0.00    0.00       2/162         forbody <cycle 2> [107]
                0.00    0.00       4/162         statement <cycle 2> [44]
                0.00    0.00       4/162         codebinexpval [113]
                0.00    0.00      10/162         finishbinexpval [114]
                0.00    0.00      16/162         funcargs <cycle 3> [56]
                0.00    0.00     126/162         luaK_code [137]
[143]    0.0    0.00    0.00     162         savelineinfo [143]
                0.00    0.00     162/357         luaM_growaux_ [134]
-----------------------------------------------
                0.00    0.00       1/142861      singlestep [135]
                0.00    0.00  142860/142861      atomic [13]
[144]    0.0    0.00    0.00  142861         markmt [144]
                0.00    0.00       1/286013      reallymarkobject [41]
-----------------------------------------------
                0.00    0.00       1/167         docall <cycle 1> [182]
                0.00    0.00       5/167         luaopen_package [32]
                0.00    0.00      10/167         luaL_requiref <cycle 1> [81]
                0.00    0.00     151/167         warnfon [57]
[145]    0.0    0.00    0.00     167         lua_pushcclosure [145]
                0.00    0.00       7/7           luaF_newCclosure [146]
-----------------------------------------------
                0.00    0.00       7/7           lua_pushcclosure [145]
[146]    0.0    0.00    0.00       7         luaF_newCclosure [146]
                0.00    0.00       7/20000290     luaC_newobjdt [18]
                0.00    0.00       7/20000290     luaC_newobj [38]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [34]
                0.00    0.00       5/6           body <cycle 2> [63]
[147]    0.0    0.00    0.00       6         luaF_newproto [147]
                0.00    0.00       6/20000290     luaC_newobjdt [18]
                0.00    0.00       6/20000290     luaC_newobj [38]
-----------------------------------------------
                0.00    0.00       3/9           aux_close [160]
                0.00    0.00       3/9           f_gc [124]
                0.00    0.00       3/9           io_noclose [125]
[148]    0.0    0.00    0.00       9         luaL_checkudata [148]
                0.00    0.00       9/9           luaL_testudata [149]
-----------------------------------------------
                0.00    0.00       9/9           luaL_checkudata [148]
[149]    0.0    0.00    0.00       9         luaL_testudata [149]
                0.00    0.00       9/36          lua_getfield [133]
                0.00    0.00       9/10          lua_touserdata [238]
                0.00    0.00       9/15          lua_getmetatable [226]
                0.00    0.00       9/34          luaV_equalobj [210]
                0.00    0.00       9/9           lua_rawequal [242]
                0.00    0.00       9/82          lua_settop [199]
-----------------------------------------------
                0.00    0.00       3/9           addnum2buff [162]
                0.00    0.00       6/9           luaO_pushvfstring [151]
[150]    0.0    0.00    0.00       9         numarith [150]
                0.00    0.00       6/359         internshrstr [119]
                0.00    0.00       6/366         luaS_newlstr [141]
-----------------------------------------------
                0.00    0.00       6/6           lua_pushfstring [152]
[151]    0.0    0.00    0.00       6         luaO_pushvfstring [151]
                0.00    0.00       6/9           numarith [150]
                0.00    0.00       3/3           addnum2buff [162]
                0.00    0.00      19/19          addstr2buff [216]
-----------------------------------------------
                0.00    0.00       1/6           luaL_loadfilex <cycle 1> [169]
                0.00    0.00       2/6           setpath [104]
                0.00    0.00       3/6           luaL_tolstring [95]
[152]    0.0    0.00    0.00       6         lua_pushfstring [152]
                0.00    0.00       6/6           luaO_pushvfstring [151]
-----------------------------------------------
                0.00    0.00       4/580         lua_newuserdatauv [116]
                0.00    0.00       6/580         luaH_getint [26]
                0.00    0.00       7/580         getgeneric [181]
                0.00    0.00     563/580         luaH_newkey <cycle 4> [72]
[153]    0.0    0.00    0.00     580         luaS_newudata [153]
                0.00    0.00       4/20000290     luaC_newobjdt [18]
                0.00    0.00       4/20000290     luaC_newobj [38]
                0.00    0.00      13/13          luaS_hashlongstr [230]
-----------------------------------------------
                                   1             lua_load <cycle 1> [289]
[154]    0.0    0.00    0.00       1         luaD_protectedparser <cycle 1> [154]
                0.00    0.00       3/20000430     luaM_free_ [20]
                0.00    0.00       1/108         luaM_saferealloc_ [129]
                                   1             luaD_pcall <cycle 1> [245]
-----------------------------------------------
                0.00    0.00       1/191         suffixedexp <cycle 3> [65]
                0.00    0.00       2/191         luaK_goiftrue [183]
                0.00    0.00       9/191         luaK_infix [112]
                0.00    0.00       9/191         luaK_posfix [108]
                0.00    0.00      41/191         luaK_exp2anyreg [106]
                0.00    0.00      63/191         luaK_exp2nextreg [167]
                0.00    0.00      66/191         discharge2reg [91]
[155]    0.0    0.00    0.00     191         luaK_dischargevars [155]
                0.00    0.00      28/126         luaK_code [137]
                0.00    0.00       5/44          luaY_nvarstack [203]
-----------------------------------------------
                0.00    0.00       1/6           propagatemark [24]
                0.00    0.00       1/6           luaV_objlen [60]
                0.00    0.00       4/6           luaC_checkfinalizer [158]
[156]    0.0    0.00    0.00       6         luaT_gettm [156]
                0.00    0.00       6/271946189     luaH_getshortstr [11]
-----------------------------------------------
                0.00    0.00       1/5           luaopen_package [32]
                0.00    0.00       1/5           luaopen_string [78]
                0.00    0.00       3/5           newprefile [117]
[157]    0.0    0.00    0.00       5         lua_setmetatable [157]
                0.00    0.00       4/4           luaC_checkfinalizer [158]
                0.00    0.00       5/382         index2value [193]
-----------------------------------------------
                0.00    0.00       4/4           lua_setmetatable [157]
[158]    0.0    0.00    0.00       4         luaC_checkfinalizer [158]
                0.00    0.00       4/6           luaT_gettm [156]
-----------------------------------------------
                0.00    0.00       2/14          forbody <cycle 2> [107]
                0.00    0.00       2/14          statement <cycle 2> [44]
                0.00    0.00       2/14          test_then_block <cycle 2> [80]
                0.00    0.00       2/14          block <cycle 2> [177]
                0.00    0.00       6/14          check_match [36]
[159]    0.0    0.00    0.00      14         leaveblock [159]
                0.00    0.00       2/359         internshrstr [119]
                0.00    0.00       2/2           createlabel [180]
                0.00    0.00       2/366         luaS_newlstr [141]
-----------------------------------------------
                0.00    0.00       3/3           f_gc [124]
[160]    0.0    0.00    0.00       3         aux_close [160]
                0.00    0.00       3/9           luaL_checkudata [148]
-----------------------------------------------
                0.00    0.00       3/3           newprefile [117]
[161]    0.0    0.00    0.00       3         luaL_setmetatable [161]
                0.00    0.00       3/36          lua_getfield [133]
-----------------------------------------------
                0.00    0.00       3/3           luaO_pushvfstring [151]
[162]    0.0    0.00    0.00       3         addnum2buff [162]
