Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.03    0.00 20000430/40000947     l_alloc [22]
-----------------------------------------------
                0.00    0.00       1/20000364     stack_init [171]
                0.00    0.00       1/20000364     luaS_init [163]
                0.00    0.00      33/20000364     luaE_extendCI [132]
                0.00    0.00      39/20000364     luaH_resize <cycle 4> [50]
                0.03    0.03 20000290/20000364     luaC_newobjdt [18]
[21]     0.2    0.03    0.03 20000364         luaM_malloc_ [21]
                0.03    0.00 20000364/40000947     l_alloc [22]
-----------------------------------------------
                0.00    0.00       1/40000947     lua_newstate [6]
                0.00    0.00     152/40000947     luaM_realloc_ [126]
                0.03    0.00 20000364/40000947     luaM_malloc_ [21]
                0.03    0.00 20000430/40000947     luaM_free_ [20]
[22]     0.1    0.05    0.00 40000947         l_alloc [22]
-----------------------------------------------
                                                 <spontaneous>
[23]     0.1    0.05    0.00                 luaM_toobig [23]
-----------------------------------------------
                0.04    0.01  285781/285781      atomic [13]
[24]     0.1    0.04    0.01  285781         propagatemark [24]
                0.01    0.00  285977/286013      reallymarkobject [41]
                0.00    0.00       1/6           luaT_gettm [156]
                0.00    0.00      23/110         luaH_realasize [197]
                0.00    0.00       1/571441      clearbyvalues [186]
-----------------------------------------------
                0.00    0.00       1/10000006     luaY_parser [34]
                0.00    0.05 10000005/10000006     luaV_execute <cycle 1> [2]
[25]     0.1    0.00    0.05 10000006         luaF_newLclosure [25]
                0.02    0.03 10000006/20000290     luaC_newobjdt [18]
                0.01    0.00 10000006/20000290     luaC_newobj [38]
-----------------------------------------------
                0.00    0.00       1/12          luaH_getn [62]
                0.01    0.00       2/12          lua_rawgeti [51]
                0.01    0.00       3/12          luaH_get [45]
                0.02    0.00       6/12          luaH_setint [30]
[26]     0.1    0.04    0.00      12         luaH_getint [26]
                0.00    0.00       6/580         luaS_newudata [153]
-----------------------------------------------
                0.00    0.00       1/10000002     luaF_close [170]
                0.03    0.00 10000001/10000002     luaV_execute <cycle 1> [2]
[27]     0.1    0.03    0.00 10000002         luaF_closeupval [27]
-----------------------------------------------
                0.02    0.00       1/1           luaC_freeallobjects [4]
[28]     0.1    0.02    0.00       1         enterinc [28]
-----------------------------------------------
                                   7             luaD_pcall <cycle 1> [245]
                5.09    0.75       1/6           luaD_closeprotected [8]
                5.09    0.75       1/6           lua_newstate [6]
[29]     0.1    0.00    0.02       9         luaD_rawrunprotected <cycle 1> [29]
                0.00    0.01       1/1           f_parser [33]
                0.01    0.00       1/1           luaF_initupvals [54]
                0.00    0.00       1/1           f_luaopen [105]
                0.00    0.00       1/1           luaF_close [170]
                0.00    0.00       4/4           dothecall [255]
                0.00    0.00       2/2           f_call [275]
                0.00    0.00       1/1           closepaux [283]
                                   6             luaD_callnoyield <cycle 1> [221]
-----------------------------------------------
                0.00    0.02       6/6           lua_rawseti [31]
[30]     0.0    0.00    0.02       6         luaH_setint [30]
                0.02    0.00       6/12          luaH_getint [26]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [72]
-----------------------------------------------
                0.00    0.01       2/6           pmain <cycle 1> [46]
                0.00    0.01       4/6           luaopen_package [32]
[31]     0.0    0.00    0.02       6         lua_rawseti [31]
                0.00    0.02       6/6           luaH_setint [30]
                0.00    0.00       6/382         index2value [193]
-----------------------------------------------
                0.00    0.02       1/1           luaD_precall <cycle 1> [10]
[32]     0.0    0.00    0.02       1         luaopen_package [32]
                0.00    0.01       4/6           lua_rawseti [31]
                0.00    0.00       1/2           lua_rawgeti [51]
                0.00    0.00       2/15          warnfon [57]
                0.00    0.00       5/214         auxsetstr [53]
                0.00    0.00       3/18          lua_createtable [79]
                0.00    0.00       2/2           setpath [104]
                0.00    0.00       3/13          luaL_getsubtable [92]
                0.00    0.00       1/142866      luaC_step [12]
                0.00    0.00       1/24          lua_pushstring [115]
                0.00    0.00       1/5           lua_setmetatable [157]
                0.00    0.00       5/167         lua_pushcclosure [145]
                0.00    0.00       5/203         lua_setfield [196]
                0.00    0.00       5/40          lua_pushvalue [208]
                0.00    0.00       3/82          lua_settop [199]
                0.00    0.00       2/15          luaL_setfuncs [224]
                0.00    0.00       1/10          luaL_checkversion_ [235]
-----------------------------------------------
                0.00    0.01       1/1           luaD_rawrunprotected <cycle 1> [29]
[33]     0.0    0.00    0.01       1         f_parser [33]
                0.00    0.01       1/1           luaY_parser [34]
                0.00    0.00       1/1           checkmode [282]
                0.00    0.00       1/3           luaZ_fill [269]
-----------------------------------------------
                0.00    0.01       1/1           f_parser [33]
[34]     0.0    0.00    0.01       1         luaY_parser [34]
                0.00    0.01       1/1           statement <cycle 2> [44]
                0.00    0.00       1/39          check_match [36]
                0.00    0.00       1/234         luaX_next [75]
                0.00    0.00       1/10000006     luaF_newLclosure [25]
                0.00    0.00       1/6           luaF_newproto [147]
                0.00    0.00       1/21          luaH_new [131]
                0.00    0.00       1/1           luaX_setinput [166]
                0.00    0.00       1/323         luaS_new [120]
                0.00    0.00       1/126         luaK_code [137]
                0.00    0.00       1/4           allocupvalue [178]
                0.00    0.00       2/2           luaD_inctop [277]
                0.00    0.00       1/6           open_func [249]
                0.00    0.00       1/19          luaK_codeABCk [217]
-----------------------------------------------
[35]     0.0    0.00    0.01       1+27      <cycle 2 as a whole> [35]
                0.00    0.01      17+21          statement <cycle 2> [44]
                0.00    0.00       5             body <cycle 2> [63]
                0.00    0.00       2             test_then_block <cycle 2> [80]
                0.00    0.00       2             forbody <cycle 2> [107]
                0.00    0.00       2             block <cycle 2> [177]
-----------------------------------------------
                0.00    0.00       1/39          suffixedexp <cycle 3> [65]
                0.00    0.00       1/39          luaY_parser [34]
                0.00    0.00       3/39          restassign [64]
                0.00    0.00       8/39          statement <cycle 2> [44]
                0.00    0.00      10/39          body <cycle 2> [63]
                0.00    0.00      16/39          funcargs <cycle 3> [56]
[36]     0.0    0.00    0.01      39         check_match [36]
                0.01    0.00      42/42          luaM_shrinkvector_ [37]
                0.00    0.00       2/66          exp2reg [90]
                0.00    0.00       7/126         luaK_code [137]
                0.00    0.00       6/14          leaveblock [159]
                0.00    0.00       2/63          luaK_exp2nextreg [167]
                0.00    0.00       6/13          luaK_ret [229]
                0.00    0.00       6/11          luaK_finish [232]
                0.00    0.00       4/10          luaK_setreturns [234]
                0.00    0.00       1/1           luaK_nil [285]
-----------------------------------------------
                0.01    0.00      42/42          check_match [36]
[37]     0.0    0.01    0.00      42         luaM_shrinkvector_ [37]
                0.00    0.00      42/108         luaM_saferealloc_ [129]
-----------------------------------------------
                0.00    0.00       1/20000290     luaF_initupvals [54]
                0.00    0.00       4/20000290     luaS_newudata [153]
                0.00    0.00       6/20000290     luaF_newproto [147]
                0.00    0.00       7/20000290     luaF_newCclosure [146]
                0.00    0.00       8/20000290     luaS_createlngstrobj [142]
                0.00    0.00      21/20000290     luaH_new [131]
                0.00    0.00     236/20000290     internshrstr [119]
                0.01    0.00 10000001/20000290     luaF_findupval [16]
                0.01    0.00 10000006/20000290     luaF_newLclosure [25]
[38]     0.0    0.01    0.00 20000290         luaC_newobj [38]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.0    0.01    0.00                 luaV_tointegerns [39]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.0    0.01    0.00                 panic [40]
-----------------------------------------------
                0.00    0.00       1/286013      markmt [144]
                0.00    0.00       2/286013      singlestep [135]
                0.00    0.00      33/286013      markold [118]
                0.01    0.00  285977/286013      propagatemark [24]
[41]     0.0    0.01    0.00  286013         reallymarkobject [41]
-----------------------------------------------
                0.00    0.00       1/142861      luaC_freeallobjects [4]
                0.01    0.00  142860/142861      atomic [13]
[42]     0.0    0.01    0.00  142861         separatetobefnz [42]
-----------------------------------------------
                0.01    0.00  142860/142860      atomic [13]
[43]     0.0    0.01    0.00  142860         luaS_clearcache [43]
-----------------------------------------------
                                  21             statement <cycle 2> [44]
                                   2             block <cycle 2> [177]
                                   4             test_then_block <cycle 2> [80]
                                  10             body <cycle 2> [63]
                0.00    0.01       1/1           luaY_parser [34]
[44]     0.0    0.00    0.01      17+21      statement <cycle 2> [44]
                0.00    0.00       5/5           restassign [64]
                0.00    0.00       8/39          check_match [36]
                0.00    0.00      10/33          explist <cycle 3> [93]
                0.00    0.00       8/33          suffixedexp <cycle 3> [65]
                0.00    0.00       4/4           exp1 [76]
                0.00    0.00      31/234         luaX_next [75]
                0.00    0.00       4/58          singlevar [68]
                0.00    0.00       6/122         luaX_newstring [73]
                0.00    0.00       8/79          str_checkname [87]
                0.00    0.00       2/14          luaK_int [99]
                0.00    0.00       1/66          exp2reg [90]
                0.00    0.00       4/41          luaK_exp2anyreg [106]
                0.00    0.00       4/13          luaK_storevar [110]
                0.00    0.00      14/22          new_localvar [165]
                0.00    0.00       7/126         luaK_code [137]
                0.00    0.00       7/16          adjustlocalvars [164]
                0.00    0.00       2/14          leaveblock [159]
                0.00    0.00       4/162         savelineinfo [143]
                0.00    0.00       1/63          luaK_exp2nextreg [167]
                0.00    0.00      28/96          luaE_incCstack [198]
                0.00    0.00       7/13          luaK_ret [229]
                0.00    0.00       4/13          check_readonly [228]
                0.00    0.00       4/48          freeregs [202]
                0.00    0.00       4/22          luaK_fixline [214]
                0.00    0.00       4/23          checknext [213]
                0.00    0.00       3/77          luaK_reserveregs [200]
                0.00    0.00       2/6           patchlistaux [251]
                0.00    0.00       2/4           luaK_patchtohere [257]
                0.00    0.00       2/10          luaK_setreturns [234]
                                   5             body <cycle 2> [63]
                                   2             test_then_block <cycle 2> [80]
                                   2             forbody <cycle 2> [107]
                                  21             statement <cycle 2> [44]
-----------------------------------------------
                0.00    0.00       3/224         lua_rawget [98]
                0.00    0.00      42/224         addk [66]
                0.00    0.01     179/224         luaH_set [48]
[45]     0.0    0.00    0.01     224         luaH_get [45]
                0.01    0.00       3/12          luaH_getint [26]
                0.00    0.00       4/46          getgeneric [181]
-----------------------------------------------
                                   1             luaD_precall <cycle 1> [10]
[46]     0.0    0.00    0.01       1         pmain <cycle 1> [46]
                0.00    0.01       2/6           lua_rawseti [31]
                0.00    0.00       1/2           luaL_len [59]
                0.00    0.00       1/214         auxsetstr [53]
                0.00    0.00       1/18          lua_createtable [79]
                0.00    0.00       2/2           lua_gc [121]
                0.00    0.00       2/24          lua_pushstring [115]
                0.00    0.00       1/1           lua_getglobal [174]
                0.00    0.00       1/6           lua_tointegerx [247]
                0.00    0.00       1/10          lua_touserdata [238]
                0.00    0.00       1/11          lua_setglobal [233]
                0.00    0.00       1/17          lua_pushboolean [219]
                0.00    0.00       1/16          luaL_checkstack [222]
                0.00    0.00       1/17          lua_rotate [220]
                0.00    0.00       1/82          lua_settop [199]
                0.00    0.00       1/10          luaL_checkversion_ [235]
                                   1             luaL_openlibs <cycle 1> [88]
                                   1             luaL_loadfilex <cycle 1> [169]
                                   1             docall <cycle 1> [182]
-----------------------------------------------
[47]     0.0    0.00    0.01     257+179     <cycle 4 as a whole> [47]
                0.00    0.01      41             luaH_resize <cycle 4> [50]
                0.00    0.00     395+25          luaH_newkey <cycle 4> [72]
-----------------------------------------------
                0.00    0.00      25/179         luaH_newkey <cycle 4> [72]
                0.00    0.01     154/179         luaH_resize <cycle 4> [50]
[48]     0.0    0.00    0.01     179         luaH_set [48]
                0.00    0.01     179/224         luaH_get [45]
-----------------------------------------------
[49]     0.0    0.00    0.01      33+122     <cycle 3 as a whole> [49]
                0.00    0.00      16             funcargs <cycle 3> [56]
                0.00    0.00      55             suffixedexp <cycle 3> [65]
                0.00    0.00      29             explist <cycle 3> [93]
                0.00    0.00      55+9           subexpr <cycle 3> [94]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [72]
                0.00    0.00       1/257         f_luaopen [105]
                0.00    0.00      15/257         lua_createtable [79]
[50]     0.0    0.00    0.01      41         luaH_resize <cycle 4> [50]
                0.00    0.01     154/179         luaH_set [48]
                0.00    0.00      39/20000364     luaM_malloc_ [21]
                0.00    0.00      21/20000430     luaM_free_ [20]
                0.00    0.00      41/152         luaM_realloc_ [126]
                0.00    0.00      21/46          getgeneric [181]
                0.00    0.00      41/110         luaH_realasize [197]
                0.00    0.00      39/40          luaO_ceillog2 [207]
                                 154             luaH_newkey <cycle 4> [72]
-----------------------------------------------
                0.00    0.00       1/2           luaopen_base [58]
                0.00    0.00       1/2           luaopen_package [32]
[51]     0.0    0.00    0.01       2         lua_rawgeti [51]
                0.01    0.00       2/12          luaH_getint [26]
                0.00    0.00       2/382         index2value [193]
-----------------------------------------------
                0.00    0.00       6/203         luaV_execute <cycle 1> [2]
                0.00    0.01     197/203         auxsetstr [53]
[52]     0.0    0.00    0.01     203         luaV_finishset [52]
                0.00    0.01     203/257         luaH_newkey <cycle 4> [72]
                0.00    0.00     203/254         luaH_finishset [194]
-----------------------------------------------
                0.00    0.00       1/214         pmain <cycle 1> [46]
                0.00    0.00       1/214         luaopen_string [78]
                0.00    0.00       1/214         luaopen_utf8 [82]
                0.00    0.00       2/214         luaL_newmetatable [100]
                0.00    0.00       2/214         luaopen_base [58]
                0.00    0.00       2/214         createstdfile [103]
                0.00    0.00       2/214         setpath [104]
                0.00    0.00       3/214         luaL_getsubtable [92]
                0.00    0.00       4/214         luaopen_io [71]
                0.00    0.00       4/214         luaopen_math [77]
                0.00    0.00       5/214         luaopen_package [32]
                0.00    0.00      10/214         luaL_requiref <cycle 1> [81]
                0.00    0.00      10/214         luaL_openlibs <cycle 1> [88]
                0.00    0.00     167/214         warnfon [57]
[53]     0.0    0.00    0.01     214         auxsetstr [53]
                0.00    0.01     197/203         luaV_finishset [52]
                0.00    0.00     214/323         luaS_new [120]
                0.00    0.00     214/373         luaH_getstr [185]
-----------------------------------------------
                0.01    0.00       1/1           luaD_rawrunprotected <cycle 1> [29]
[54]     0.0    0.01    0.00       1         luaF_initupvals [54]
                0.00    0.00       1/20000290     luaC_newobjdt [18]
                0.00    0.00       1/20000290     luaC_newobj [38]
-----------------------------------------------
                0.01    0.00       4/4           luaV_execute <cycle 1> [2]
[55]     0.0    0.01    0.00       4         luaT_adjustvarargs [55]
-----------------------------------------------
                                  16             suffixedexp <cycle 3> [65]
[56]     0.0    0.00    0.00      16         funcargs <cycle 3> [56]
                0.00    0.00      16/39          check_match [36]
                0.00    0.00      32/234         luaX_next [75]
                0.00    0.00      10/66          exp2reg [90]
                0.00    0.00      16/126         luaK_code [137]
                0.00    0.00      16/162         savelineinfo [143]
                0.00    0.00      10/63          luaK_exp2nextreg [167]
                0.00    0.00      16/19          luaK_codeABCk [217]
                0.00    0.00      16/22          luaK_fixline [214]
                0.00    0.00       4/10          luaK_setreturns [234]
                0.00    0.00       1/77          luaK_reserveregs [200]
                                  14             explist <cycle 3> [93]
-----------------------------------------------
                0.00    0.00       1/15          luaopen_base [58]
                0.00    0.00       1/15          luaopen_coroutine [85]
                0.00    0.00       1/15          luaopen_debug [83]
                0.00    0.00       1/15          luaopen_os [86]
                0.00    0.00       1/15          luaopen_table [84]
                0.00    0.00       1/15          luaopen_utf8 [82]
                0.00    0.00       2/15          luaopen_math [77]
                0.00    0.00       2/15          luaopen_package [32]
                0.00    0.00       2/15          luaopen_string [78]
                0.00    0.00       3/15          luaopen_io [71]
[57]     0.0    0.00    0.00      15         warnfon [57]
                0.00    0.00     167/214         auxsetstr [53]
                0.00    0.00     151/167         lua_pushcclosure [145]
                0.00    0.00     167/203         lua_setfield [196]
                0.00    0.00      16/17          lua_pushboolean [219]
                0.00    0.00       3/40          lua_pushvalue [208]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[58]     0.0    0.00    0.00       1         luaopen_base [58]
                0.00    0.00       1/2           lua_rawgeti [51]
                0.00    0.00       1/15          warnfon [57]
                0.00    0.00       2/214         auxsetstr [53]
                0.00    0.00       1/24          lua_pushstring [115]
                0.00    0.00       2/203         lua_setfield [196]
                0.00    0.00       1/82          lua_settop [199]
                0.00    0.00       1/15          luaL_setfuncs [224]
                0.00    0.00       1/40          lua_pushvalue [208]
-----------------------------------------------
                0.00    0.00       1/2           pmain <cycle 1> [46]
                0.00    0.00       1/2           gctm [70]
[59]     0.0    0.00    0.00       2         luaL_len [59]
                0.00    0.00       2/2           lua_len [61]
                0.00    0.00       2/6           lua_tointegerx [247]
                0.00    0.00       2/82          lua_settop [199]
-----------------------------------------------
                0.00    0.00       2/2           lua_len [61]
[60]     0.0    0.00    0.00       2         luaV_objlen [60]
                0.00    0.00       2/2           luaH_getn [62]
                0.00    0.00       1/6           luaT_gettm [156]
-----------------------------------------------
                0.00    0.00       2/2           luaL_len [59]
[61]     0.0    0.00    0.00       2         lua_len [61]
                0.00    0.00       2/2           luaV_objlen [60]
                0.00    0.00       2/382         index2value [193]
-----------------------------------------------
                0.00    0.00       2/2           luaV_objlen [60]
[62]     0.0    0.00    0.00       2         luaH_getn [62]
                0.00    0.00       1/12          luaH_getint [26]
-----------------------------------------------
                                   5             statement <cycle 2> [44]
[63]     0.0    0.00    0.00       5         body <cycle 2> [63]
                0.00    0.00      10/39          check_match [36]
                0.00    0.00      20/234         luaX_next [75]
                0.00    0.00       8/79          str_checkname [87]
                0.00    0.00       5/66          exp2reg [90]
                0.00    0.00       5/6           luaF_newproto [147]
                0.00    0.00       6/126         luaK_code [137]
                0.00    0.00       8/22          new_localvar [165]
                0.00    0.00       5/16          adjustlocalvars [164]
                0.00    0.00       2/357         luaM_growaux_ [134]
                0.00    0.00       5/63          luaK_exp2nextreg [167]
                0.00    0.00      10/23          checknext [213]
                0.00    0.00       5/6           open_func [249]
                0.00    0.00       5/77          luaK_reserveregs [200]
                0.00    0.00       5/9           luaK_codeABx [240]
                0.00    0.00       1/19          luaK_codeABCk [217]
                                  10             statement <cycle 2> [44]
-----------------------------------------------
                                   4             restassign [64]
                0.00    0.00       5/5           statement <cycle 2> [44]
[64]     0.0    0.00    0.00       5+4       restassign [64]
                0.00    0.00       5/33          explist <cycle 3> [93]
                0.00    0.00       4/33          suffixedexp <cycle 3> [65]
                0.00    0.00       3/39          check_match [36]
                0.00    0.00       9/234         luaX_next [75]
                0.00    0.00       3/66          exp2reg [90]
                0.00    0.00       9/13          luaK_storevar [110]
                0.00    0.00       9/13          check_readonly [228]
                0.00    0.00       6/48          freeregs [202]
                0.00    0.00       5/23          checknext [213]
                0.00    0.00       4/96          luaE_incCstack [198]
                0.00    0.00       3/77          luaK_reserveregs [200]
                0.00    0.00       2/5           luaK_setoneret [253]
                                   4             restassign [64]
-----------------------------------------------
                                  43             subexpr <cycle 3> [94]
                0.00    0.00       4/33          restassign [64]
                0.00    0.00       8/33          statement <cycle 2> [44]
[65]     0.0    0.00    0.00      55         suffixedexp <cycle 3> [65]
                0.00    0.00      54/58          singlevar [68]
                0.00    0.00       1/39          check_match [36]
                0.00    0.00       5/5           fieldsel [89]
                0.00    0.00      16/66          exp2reg [90]
                0.00    0.00       2/234         luaX_next [75]
                0.00    0.00      16/63          luaK_exp2nextreg [167]
                0.00    0.00       1/191         luaK_dischargevars [155]
                                  16             funcargs <cycle 3> [56]
                                   1             subexpr <cycle 3> [94]
-----------------------------------------------
                0.00    0.00       2/42          luaK_int [99]
                0.00    0.00      40/42          str2K [67]
[66]     0.0    0.00    0.00      42         addk [66]
                0.00    0.00      42/224         luaH_get [45]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [72]
                0.00    0.00      17/357         luaM_growaux_ [134]
                0.00    0.00      25/34          luaV_equalobj [210]
                0.00    0.00      17/254         luaH_finishset [194]
-----------------------------------------------
                0.00    0.00       3/40          discharge2reg [91]
                0.00    0.00      37/40          luaK_indexed [69]
[67]     0.0    0.00    0.00      40         str2K [67]
                0.00    0.00      40/42          addk [66]
-----------------------------------------------
                0.00    0.00       4/58          statement <cycle 2> [44]
                0.00    0.00      54/58          suffixedexp <cycle 3> [65]
[68]     0.0    0.00    0.00      58         singlevar [68]
                0.00    0.00      32/37          luaK_indexed [69]
                0.00    0.00      58/79          str_checkname [87]
                0.00    0.00      90/90          singlevaraux [179]
                0.00    0.00      32/37          luaK_exp2anyregup [209]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [89]
                0.00    0.00      32/37          singlevar [68]
[69]     0.0    0.00    0.00      37         luaK_indexed [69]
                0.00    0.00      37/40          str2K [67]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[70]     0.0    0.00    0.00       1         gctm [70]
                0.00    0.00       1/2           luaL_len [59]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[71]     0.0    0.00    0.00       1         luaopen_io [71]
                0.00    0.00       3/15          warnfon [57]
                0.00    0.00       4/214         auxsetstr [53]
                0.00    0.00       1/1           luaL_newmetatable [100]
                0.00    0.00       3/3           createstdfile [103]
                0.00    0.00       2/18          lua_createtable [79]
                0.00    0.00       4/82          lua_settop [199]
                0.00    0.00       4/203         lua_setfield [196]
                0.00    0.00       3/15          luaL_setfuncs [224]
                0.00    0.00       1/10          luaL_checkversion_ [235]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [72]
                                 154             luaH_resize <cycle 4> [50]
                0.00    0.00       2/257         luaH_setint [30]
                0.00    0.00       2/257         addk [66]
                0.00    0.00      34/257         luaX_newstring [73]
                0.00    0.01     203/257         luaV_finishset [52]
[72]     0.0    0.00    0.00     395+25      luaH_newkey <cycle 4> [72]
                0.00    0.00      25/179         luaH_set [48]
                0.00    0.00     563/580         luaS_newudata [153]
                0.00    0.00      25/110         luaH_realasize [197]
                0.00    0.00       1/1           luaC_barrierback_ [284]
                0.00    0.00       1/40          luaO_ceillog2 [207]
                                  25             luaH_resize <cycle 4> [50]
                                  25             luaH_newkey <cycle 4> [72]
-----------------------------------------------
                0.00    0.00       6/122         statement <cycle 2> [44]
                0.00    0.00     116/122         llex [74]
[73]     0.0    0.00    0.00     122         luaX_newstring [73]
                0.00    0.00      34/257         luaH_newkey <cycle 4> [72]
                0.00    0.00       1/142866      luaC_step [12]
                0.00    0.00     119/359         internshrstr [119]
                0.00    0.00     122/366         luaS_newlstr [141]
                0.00    0.00     122/373         luaH_getstr [185]
                0.00    0.00      34/254         luaH_finishset [194]
-----------------------------------------------
                0.00    0.00     234/234         luaX_next [75]
[74]     0.0    0.00    0.00     234         llex [74]
                0.00    0.00     116/122         luaX_newstring [73]
                0.00    0.00     623/676         save [175]
                0.00    0.00      17/17          gethexa [184]
                0.00    0.00      43/43          inclinenumber [204]
                0.00    0.00       5/11          luaK_finish [232]
-----------------------------------------------
                0.00    0.00       1/234         luaY_parser [34]
                0.00    0.00       2/234         forbody <cycle 2> [107]
                0.00    0.00       2/234         suffixedexp <cycle 3> [65]
                0.00    0.00       4/234         test_then_block <cycle 2> [80]
                0.00    0.00       5/234         fieldsel [89]
                0.00    0.00       9/234         restassign [64]
                0.00    0.00      19/234         explist <cycle 3> [93]
                0.00    0.00      20/234         body <cycle 2> [63]
                0.00    0.00      30/234         subexpr <cycle 3> [94]
                0.00    0.00      31/234         statement <cycle 2> [44]
                0.00    0.00      32/234         funcargs <cycle 3> [56]
                0.00    0.00      79/234         str_checkname [87]
[75]     0.0    0.00    0.00     234         luaX_next [75]
                0.00    0.00     234/234         llex [74]
-----------------------------------------------
                0.00    0.00       4/4           statement <cycle 2> [44]
[76]     0.0    0.00    0.00       4         exp1 [76]
                0.00    0.00       4/33          subexpr <cycle 3> [94]
                0.00    0.00       4/66          exp2reg [90]
                0.00    0.00       4/63          luaK_exp2nextreg [167]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[77]     0.0    0.00    0.00       1         luaopen_math [77]
                0.00    0.00       2/15          warnfon [57]
                0.00    0.00       4/214         auxsetstr [53]
                0.00    0.00       1/18          lua_createtable [79]
                0.00    0.00       1/4           lua_newuserdatauv [116]
                0.00    0.00       4/203         lua_setfield [196]
                0.00    0.00       3/82          lua_settop [199]
                0.00    0.00       3/4           lua_pushinteger [259]
                0.00    0.00       2/15          luaL_setfuncs [224]
                0.00    0.00       2/8           lua_pushnumber [244]
                0.00    0.00       1/10          luaL_checkversion_ [235]
                0.00    0.00       1/1           setseed [292]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[78]     0.0    0.00    0.00       1         luaopen_string [78]
                0.00    0.00       2/15          warnfon [57]
                0.00    0.00       2/18          lua_createtable [79]
                0.00    0.00       1/214         auxsetstr [53]
                0.00    0.00       1/142866      luaC_step [12]
                0.00    0.00       1/24          lua_pushstring [115]
                0.00    0.00       1/5           lua_setmetatable [157]
                0.00    0.00       4/82          lua_settop [199]
                0.00    0.00       2/15          luaL_setfuncs [224]
                0.00    0.00       2/40          lua_pushvalue [208]
                0.00    0.00       1/10          luaL_checkversion_ [235]
                0.00    0.00       1/203         lua_setfield [196]
-----------------------------------------------
                0.00    0.00       1/18          pmain <cycle 1> [46]
                0.00    0.00       1/18          luaL_newmetatable [100]
                0.00    0.00       1/18          luaopen_coroutine [85]
                0.00    0.00       1/18          luaopen_debug [83]
                0.00    0.00       1/18          luaopen_math [77]
                0.00    0.00       1/18          luaopen_os [86]
                0.00    0.00       1/18          luaopen_table [84]
                0.00    0.00       1/18          luaopen_utf8 [82]
                0.00    0.00       2/18          luaopen_io [71]
                0.00    0.00       2/18          luaopen_string [78]
                0.00    0.00       3/18          luaL_getsubtable [92]
                0.00    0.00       3/18          luaopen_package [32]
[79]     0.0    0.00    0.00      18         lua_createtable [79]
                0.00    0.00      15/257         luaH_resize <cycle 4> [50]
                0.00    0.00      18/21          luaH_new [131]
-----------------------------------------------
                                   2             statement <cycle 2> [44]
[80]     0.0    0.00    0.00       2         test_then_block <cycle 2> [80]
                0.00    0.00       2/33          subexpr <cycle 3> [94]
                0.00    0.00       4/234         luaX_next [75]
                0.00    0.00       2/14          leaveblock [159]
                0.00    0.00       2/2           luaK_goiftrue [183]
                0.00    0.00       2/23          checknext [213]
                0.00    0.00       2/6           patchlistaux [251]
                0.00    0.00       2/4           luaK_patchtohere [257]
                                   4             statement <cycle 2> [44]
-----------------------------------------------
                                  10             luaL_openlibs <cycle 1> [88]
[81]     0.0    0.00    0.00      10         luaL_requiref <cycle 1> [81]
                0.00    0.00      10/214         auxsetstr [53]
                0.00    0.00      10/13          luaL_getsubtable [92]
                0.00    0.00      10/24          lua_pushstring [115]
                0.00    0.00      10/36          lua_getfield [133]
                0.00    0.00      10/167         lua_pushcclosure [145]
                0.00    0.00      20/82          lua_settop [199]
                0.00    0.00      20/40          lua_pushvalue [208]
                0.00    0.00      10/10          lua_toboolean [237]
                0.00    0.00      10/17          lua_rotate [220]
                0.00    0.00      10/203         lua_setfield [196]
                                  10             lua_callk <cycle 1> [236]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[82]     0.0    0.00    0.00       1         luaopen_utf8 [82]
                0.00    0.00       1/15          warnfon [57]
                0.00    0.00       1/214         auxsetstr [53]
                0.00    0.00       1/18          lua_createtable [79]
                0.00    0.00       1/4           lua_pushlstring [168]
                0.00    0.00       1/10          luaL_checkversion_ [235]
                0.00    0.00       1/82          lua_settop [199]
                0.00    0.00       1/15          luaL_setfuncs [224]
                0.00    0.00       1/203         lua_setfield [196]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[83]     0.0    0.00    0.00       1         luaopen_debug [83]
                0.00    0.00       1/15          warnfon [57]
                0.00    0.00       1/18          lua_createtable [79]
                0.00    0.00       1/142866      luaC_step [12]
                0.00    0.00       1/10          luaL_checkversion_ [235]
                0.00    0.00       1/82          lua_settop [199]
                0.00    0.00       1/15          luaL_setfuncs [224]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
